id;fname;author;title
1432;Joubert, Irma - Het meisje uit de trein.txt;Irma Joubert;Het meisje uit de trein
1433;Juska, Jane - Een dame op vrijersvoeten.txt;Jane Juska;Een dame op vrijersvoeten
1434;Juul, Martin - De Boom.txt;Martin Juul;De Boom
1435;Kaa, Romke van de - Alles kan wachten.txt;Romke van de Kaa;Alles kan wachten / druk 1
1436;Kagen, Lesley - Fluiten in het donker.txt;Lesley Kagan;Fluiten in het donker
1437;Kahn, James - Indiana Jones en de tempel des doods.txt;James Kahn;Indiana Jones en de tempel des doods
1438;Kahney, Leander - Zo denkt Steve.txt;Leander Kahney;Zo denkt Steve
1439;Kalff, S. - Een spoorwegreis in Korea.txt;S. Kalff;Een spoorwegreis in Korea / De Aarde en haar Volken, 1908
1440;Kallentoft, Mons - Zomerengel.txt;Mons Kallentoft;Zomerengel / druk 1
1441;Kalse, Egbert & van Lent, Daan - Bankroet.txt;Egbert Kalse & Daan van Lent;Bankroet
1442;Kamp, Lody van de - weeskindjes.txt;Lody van de Kamp;Weeskinderen
1443;Kampusch, Brigitta Sirny - Zonder Natascha.txt;Brigitta Sirny Kampusch;Brigitta Sirny Kampusch-Zonder Natascha
1444;Kanger, Thomas - De Zondagsman.txt;Thomas Kanger;De zondagsman / druk 1
1445;Kantz, Molly - Geloof me toch.txt;Molly Kantz;Geloof me toch
1446;Kaplan, Robert - Moesson.txt;Robert Kaplan;Moesson
1447;Karskens, Arnold - Geen cent spijt.txt;Arnold Karskens;Geen cent spijt / druk 1
1448;Kasper, Xenia - 32C, 1 baby, 1 moord en 1 perfecte man.txt;Xenia Kasper;[NL] 2008 - 32C, 1 baby, 1 moord en 1 perfecte man
1449;Kasper, Xenia - 38.5, 1 man en 2 minaars.txt;Xenia Kasper;[NL] 2007 - 38.5, 1 man en 2 minaars
1450;Kasper, Xenia - De Countdown.txt;Xenia Kasper;[NL] 2009 - De Countdown
1451;Kate, Jan Jakob Lodewijk ten - Nieuwe bloemlezing uit de dichtwerken van J.J.L ten Kate.txt;Jan Jakob Lodewijk ten Kate;Nieuwe Bloemlezing uit de dichtwerken van J.J.L ten Kate
1452;Katz, Molly - Raak me niet aan.txt;Molly Katz;Raak me niet aan
1453;Kaufman, Jennifer - niet verder vertellen.txt;Jennifer Kaufman & Karen Mack;niet verder vertellen
1454;Keirse, Manu - Helpen bij verlies en verdriet.txt;Manu Keirse;Helpen bij verlies en verdriet
1455;Kelk, Lindsay -  Ik hou van Parijs.txt;Lindsay Kelk;Ik hou van Parijs / druk 1
1456;Kellerman, Jonathan - Boze Tongen.txt;Jonathan Kellerman;Boze Tongen
1457;Kellerman, Jonathan - Broedertwist.txt;Jonathan Kellerman;Broedertwist / druk 1
1458;Kelly, Cathy - En jij dan.txt;Cathy Kelly;En jij dan
1459;Kelly, Leisha - Julia's Hoop.txt;Leisha Kelly;book julia's hoop
1460;Kelly, Leslie - verboden snoepgoed.txt;Leslie Kelly;Verboden Snoepgoed
1461;Kemp, Heleen van der - Blond 15.txt;Heleen van der Kemp;Britt Franken 1 - Blond 15
1462;Keneally, Thomas - Schindlers list.txt;Thomas Keneally;Schindlers list
1463;Kenner, Julie - Kerst vol verrassingen.txt;Julie Kenner;Kerst vol verrassingen
1464;Kent, Alison - verrukkelijk spel.txt;Alison Kent;Verrukkelijk Spel
1465;Kent, Christobel - Dood aan de Arno.txt;Christobel Kent;Dood aan de Arno
1466;Kernick, Simon - Meedogenloos.txt;Simon Kernick;Meedogenloos / druk 1
1467;Kerr, Katharine - Deverry 1 - Zilverdolk.txt;Katharine Kerr;Deverry saga 1 Zilverdolk
1468;Kerr, Katharine - Deverry 10 - Ravenzwart.txt;Katharine Kerr;Deverry boek 10 - Ravenzwart
1469;Kerr, Katharine - Deverry 12 - Goudvalk .txt;Katharine Kerr;Deverry boek 12 - Goudvalk
1470;Kerr, Katharine - Deverry 13 - Steengeest.txt;Katharine Kerr;Deverry boek 13 - Steengeest
1471;Kerr, Katharine - Deverry 2 - Maanduister.txt;Katharine Kerr;Deverry saga 2 - Maanduister
1472;Kerr, Katharine - Deverry 3 - Sperenwoud.txt;Katharina Kerr;Deverry saga 3 - Sperenwoud
1473;Kerr, Katharine - Deverry 4 - Lotsverbond.txt;Katharina Kerr;Deverry saga 4 - Lotsverbond
1474;Kerr, Katharine - Deverry 5 - Banneling.txt;Katharine Kerr;Deverry 5 - Banneling
1475;Kerr, Katharine - Deverry 6 - Onheilsbode.txt;Katharine Kerr;Deverry boek 6 - Onheilsbode
1476;Kerr, Katharine - Deverry 7 - Vuurgeest.txt;Katharine Kerr;Deverry boek 7 - Vuurgeest
1477;Kerr, Katharine - Deverry 8 - Wisselvrouw.txt;Katharine Kerr;Deverry Saga Wisselvrouw boek 8
1478;Kerr, Katharine - Deverry 9 - Drakengloed V1.txt;Katharine Kerr;Deverry boek 9 - Drakengloed
1479;Ketelaar, Frank - Avond Aan Avond.txt;Frank Ketelaar;Avond aan avond
1480;Ketner, Ph. J. - Een kijkje op de tentoonstelling te Mila.txt;Ph. J. Ketner;Een kijkje op de Tentoonstelling te Milaan / De Aarde en haar Volken, 1906
1481;Keuls, Yvonne - bejamins bruid.txt;Yvonne Keuls;Benjamins bruid / druk 1
1482;Keuls, Yvonne - De moeder van David S.txt;Yvonne Keuls;De moeder van David S.
1483;Keuls, Yvonne - Het verrotte leven van Floortje Bloem.txt;Yvonne Keuls;Het verrotte leven van Floortje Bloem
1484;Key, Ellen - De moedige vrouw.txt;Ellen Key;De moedige vrouw
1485;Keyes, Marian - Betrapt.txt;Marian Keyes;Betrapt - V1
1486;Keyes, Marian - Sterrenregen.txt;Marian Keyes;Sterrenregen
1487;Keyzer, Rob - Help Pieter Is Weg.txt;Rob Keyzer;Help Pieter is weg
1488;Kieviet, Cornelis Johannes - De zoon van Dik Trom.txt;Cornelis Johannes Kieviet;De Zoon van Dik Trom
1489;Kieviet, Cornelis Johannes - Gouden daden.txt;Cornelis Johannes Kieviet;Gouden Daden
1490;Kieviet, Cornelis Johannes - Het leven van Dik Trom.txt;Cornelis Johannes Kieviet;Het leven van Dik Trom
1491;Kikstra, Harry - 3x Everest.txt;Harry Kikstra;3x Everest
1492;Kils, Hans van der - Dwars door de Tarzanbocht.txt;Hans van der Klis;Dwars door de Tarzanbocht
1493;King, Stephen - Bezeten stad.txt;Stephen King;Bezeten Stad
1494;King, Stephen - Cujo.txt;Stephen King;Cujo
1495;King, Stephen - De donkere toren - 4 Tovenaarsglas.txt;Stephen King;Tovenaarsglas
1496;King, Stephen - De groene mijl 01 - De twee dode meisjes.txt;Stephen King;De groene mijl 01 - De twee dode meisjes
1497;King, Stephen - De groene mijl 02 - De muis.txt;Stephen King;De groene mijl 02 - De muis
1498;King, Stephen - De groene mijl 03 - Coffey's handen.txt;Stephen King;De groene mijl 03 - Coffey's handen
1499;King, Stephen - De groene mijl 04 - De vreselijke dood van Eduard Delacroix.txt;Stephen King;De groene mijl 04 – De vreselijke dood van Eduard Delacroix
1500;King, Stephen - De groene mijl 05 - Nachtreis.txt;Stephen King;De groene mijl 05 - Nachtreis
1501;King, Stephen - De vervloeking.txt;Stephen King;De vervloeking
1502;King, Stephen - Dichte mist.txt;Stephen King;Dichte mist (The Mist)
1503;King, Stephen - Dodenwake.txt;Stephen King;Dodenwake
1504;King, Stephen - Gevangen.txt;Stephen King;Gevangen
1505;King, Stephen - Het aapje.txt;Stephen King;Het aapje
1506;King, Stephen - Nachtmerries.txt;Stephen King;Nachtmerries
1507;King, Stephen e.a. - De grafschenners en andere griezelverhalen.txt;Stephen King;Grafschenners en andere griezel verhalen
1508;Kinsella, Sophie - aanpakken.txt;Sophie Kinsella;Aanpakken
1509;Kinsella, Sophie - Hou je mond!.txt;Sophie Kinsella;Hou je mond ! / druk 1
1510;Kinsella, Sophie - Ken je me nog.txt;Sophie Kinsella;Ken je me nog?
1511;Kinsella, Sophie - Mini Shopaholic.txt;Sophie Kinsella;Mini Shopaholic
1512;Kinsella, Sophie - Shopaholic & baby.txt;Sophie Kinsella;Shopaholic & baby / druk 1
1513;Kinsella, Sophie - Shopaholic Omnibus.txt;Sophie Kinsella;Shopaholic ! omnibus / druk 1
1514;Kinsella, Sophie - Wat spook jij uit.txt;Sophie Kinsella;Wat spook jij uit
1515;Kirshenbaum, Mira - Scheiden of Blijven.txt;Mira Kirshenbaum;Scheiden of Blijven
1516;Klamer, Arjo - In Hemelsnaam!.txt;Arjo Klamer;In Hemelsnaam!
1517;Klei, Jac. van der - Licht en leven dubbele twee I.txt;Jac. van der Klei;Licht en Leven: Dubbele Twee. I.
1518;Klein, Nulent Michiel - De tram van half zeven.txt;Michiel Klein Nulent;De tram van half zeven (NL, 2009)
1519;Kloos, Jeanne & Stuwe, Reyneke van - Het vroolijke leven.txt;Jeanne Kloos-Reyneke van Stuwe;Het vroolijke leven
1520;Knight, India - Ik wil een vent.txt;India Knight;Ik wil een vent
1521;Knoops, Geert-Jan - Het tweede schot.txt;Geert-Jan Alexander Knoops;Het tweede schot
1522;Knoops, Geert-Jan Alexander - Advocaat Van De Vijand.txt;Geert-Jan Alexander Knoops;Advocaat van de vijand
1523;Koch, Herman - De ideale schoonzoon.txt;Herman Koch;De ideale schoonzoon
1524;Koch, Herman - Denken aan Bruce Kennedy.txt;Herman Koch;Denken aan Bruce Kennedy
1525;Koch, Herman - Eten Met Emma.txt;Herman Koch;Eten met Emma
1526;Koch, Herman - Het diner.txt;Herman Koch;Het diner / druk 1
1527;Koch, Herman - Odessa Star.txt;Herman Koch;Odessa Star
1528;Koch, Koen - De derde slag bij Ieper 1917.txt;Koen Koch;De derde slag bij Ieper 1917
1529;Koch, Koen - De Slag Van De Somme.txt;Koen Koch;de slag van de Somme
1530;Koji, Suzuki -Ring.txt;Koji Suzuki;Ring / druk 1
1531;Kol, H. van - Dominica.txt;H. van Kol;Dominica / De Aarde en haar Volken, 1904
1532;Konig, Eppo - Hoe sms't een Chinees.txt;Eppo König;Hoe sms't een Chinees?
1533;Koning, Bart de - Alles onder controle.txt;Bart de Koning;Alles onder controle
1534;Koning, Stephanie - Bonjour Nederland.txt;Stéphanie Koning;Bonjour Nederland
1535;Kool, Marga - Een Kleine Wereld.txt;Marga Kool;Een kleine wereld
1536;Koolmees, Sandra - Een van de acht.txt;Sandra Koolmees;Een van de acht
1537;Koomson, Dorothy - Slaap lekker, lieve schat.txt;Dorothy Koomson;Slaap lekker, lieve schat
1538;Koontz, Dean - De Broeder.txt;Dean Koontz;De broeder
1539;Koontz, Dean - De Gave.txt;Dean Koontz;De gave
1540;Koontz, Dean - De Vriendschap.txt;Dean Koontz;De vriendschap
1541;Koontz, Dean - De ziener.txt;Dean Koontz;De ziener
1542;Koontz, Dean - Geheugenfout.txt;Dean Koontz;Geheugenfout
1543;Koontz, Dean - Het masker.txt;Dean Koontz;Het masker
1544;Koontz, Dean - Het oordeel.txt;Dean Koontz;Het oordeel
1545;Koontz, Dean - Het visoen.txt;Dean Koontz;Het Visoen
1546;Koontz, Dean - Jouw Hart Is Van Mij.txt;Dean Koontz;Jouw hart is van mij
1547;Koops, Klaas  - Innoveren kan Beter.txt;Klaas Koops;Innoveren kan beter
1548;Kooten & de Bie - Het groot bescheurboek.txt;Kees van Kooten & Wim de Bie;Het groot bescheurboek
1549;Kooten, Kees van - Veertig.txt;Kees van Kooten;Veertig
1550;Koppelaar, Caroline - carla korteweg.txt;Caroline Koppelaar;Carla Korteweg
1551;Koppelaar, Caroline - Klas 6B.txt;Caroline Koppelaar;Klas V6B
1552;Koppelaar, Caroline - ontvoerd.txt;Caroline Koppelaar;ontvoerd
1553;Korterink, hendrik jan - Echte mannen eten wel kaas.txt;Hendrik Jan Korterink;Echte mannen eten w�l kaas / druk 1
1554;Kortooms, Toon - Help De Dokter Verzuipt.txt;Toon Kortooms;Help De Dokter Verzuipt
1555;Kortsmit & Lotz - Ik vind Jou.txt;Simone Kortsmit;Ik vind jou / druk 1
1556;Kortsmit, Simone - Zusters In Het Kwaad.txt;Simone Kortsmit;Zusters in het kwaad / druk 1
1557;Kossman, Alfred - Geur Der Droefenis.txt;Alfred Kossman;Geur Der Droefenis
1558;Kroonenberg, Yvonne - Alles went behalve een vent.txt;Yvonne Kroonenberg;Alles went behalve een vent
1559;Kroonenberg, Yvonne - De Mannenfluisteraar.txt;Yvonne Kroonenberg;De Mannenfluisteraar
1560;Kroonenberg, Yvonne - Een ster aan het stuur.txt;Yvonne Kroonenberg;Een ster aan het stuur
1561;Kroonenberg, Yvonne - Het zit op de bank en het zapt.txt;Yvonne Kroonenberg;Het zit op de bank en het zapt
1562;Kroonenberg, Yvonne - Kan ik hem nog ruilen.txt;Yvonne Kroonenberg;Kan ik hem nog ruilen
1563;Kroonenberg, Yvonne - Was hij in de aanbieding.txt;Yvonne Kroonenberg;Was hij in de aanbieding?
1564;Kroonenberg, Yvonne - Wat Rijmt Er Op Huwelijk.txt;Yvonne Kroonenberg;Wat rijmt er op huwelijk?
1565;Kroonenberg, Yvonne - Zij houdt van hem, hij ook.txt;Yvonne Kroonenberg;Zij houdt van hem, hij ook
1566;Kuegler, Sabine - dochter van de jungle.txt;Sabine Kuegler;dochter van de jungle
1567;Kuegler, Sabine - Opgejaagd.txt;Sabine Kuegler;Opgejaagd
1568;Kuegler, Sabine - Terug naar de jungle.txt;Sabine Kuegler;Terug naar de jungle
1569;Kuhn, Krystyna - [De Vallei 01] Het spel.txt;Krystyna Kuhn;Het spel
1570;Kuhn, Krystyna - [De Vallei 02] Het ongeluk.txt;Krystyna Kuhn;Het ongeluk
1571;Kuijer, Guus - Hoe een klein rotgodje God vermoordde.txt;Guus Kuijer;Hoe een klein rotgodje God vermoordde
1572;Kuik, Hilbert - De Laatste Slag.txt;Hilbert Kuik;Kuik, Hilbert - De laatste slag
1573;Kuik, Hilbert - Het Schot.txt;Hilbert Kuik;Het Schot
1574;Kuik, Hilbert - Ojongensjongens, wat een gepiep!.txt;Hilbert Kuik;Ojongensjongens, wat een gepiep!
1575;Kuik, Hilbert - Vreemde Eend (Medicijnman In Afrika).txt;Hilbert Kuik;Vreemde Eend (Medicijnman in Afrika)
1576;Kuiper, A.C. - Een heldin.txt;A.C. Kuiper;Een heldin
1577;Kuiper, A.C. - Elsje.txt;A.C. Kuiper;Elsje
1578;Kuitert, Harry - De dood de baas.txt;Harry Kuitert;De dood de baas
1579;Kurthy, Ildiko von - De hufter op het witte paard.txt;Ildiko von Kürthy;De hufter op het witte paard
1580;Kurthy, Ildiko von - Foute mannen en ander leed.txt;Ildiko von Kurthy;Foute mannen en ander leed
1581;Kwast, Ernest van der - Mama Tandoori.txt;Ernest van der Kwast;Mama Tandoori / druk 2
1582;Laan, Dick - De avonturen van Pinkeltje.txt;Dick Laan;Pinkeltje Verhalen
1583;Laasner, Lea Saskia - Ik was pas dertien.txt;Lea Saskia Laasner;Ik was pas dertien
1584;Lackberg, Camilla - Oorlogskind.txt;Camilla Lackberg;Oorlogskind
1585;Lackberg, Camilla - Predikant.txt;Camilla Läckberg;Predikant
1586;Lackberg, Camilla - Steenhouwer.txt;Camilla Läckberg;Steenhouwer
1587;Lackberg, Camilla - Zeemeermin.txt;Camilla Läckberg;Zeemeermin
1588;Lackberg, Camilla - Zusje.txt;Camilla Läckberg;Zusje
1589;Laerhoven, Bob van - De wraak van Beaudelaire.txt;Bob van Laerhoven;De wraak van Baudelaire / druk 1
1590;Lagerlof, Selma - Niels Holgersson's wonderbare reis.txt;Selma Lagerlöf;Niels Holgersson's Wonderbare Reis
1591;Lagrange, S. - Een goudzoeker op Madagascar.txt;S. Lagrange;Een goudzoeker op Madagascar / De Aarde en haar Volken, 1908
1592;Lagrou, Patrick - [Marijn en de dolfijn 02] Monster uit de diepte.txt;Patrick Lagrou;Monster uit de diepte
1593;Lamberts Hurrelbrinck, L. H. J.  - Het Geuldal.txt;L. H. J. Lamberts Hurrelbrinck;Het Geuldal / De Aarde en haar Volken, 1907
1594;Lammers, Jos - Van mij mag ie ophoepelen.txt;Jos Lammers;Van mij mag ie ophoepelen
1595;Lammers, Marc - Coachen Doe Je Samen.txt;Marc Lammers;coachen doe je samen
1596;Lamont, Robert - Heerser over woeste wateren.txt;Robert Lamont;Spook-Thriller 207 - Heerser over woeste wateren
1597;Lampo, Hubert - De Komst Van Joachim Stiller.txt;Hubert Lampo;De komst van Joachim Stiller
1598;Lampo, Hubert - De Madonna Van Nedermunster.txt;Hubert Lampo;De Madonna van Nedermunster
1599;Lampo, Hubert - Oponthoud In Walsoorden.txt;Hubert Lampo;Oponthoud in Walsoorden
1600;Lampo, Hubert - Regen En Gaslicht.txt;Hubert Lampo;Regen en gaslicht
1601;Landell, Olaf J de - Ave Eva.txt;Olaf J. de Landell;Ave Eva
1602;Landell, Olaf J de - De porseleinen spiegel.txt;Olaf J. de Landell;De porseleinen spiegel
1603;Landell, Olaf J de - Het bloeien van de porseleinbooml.txt;Olaf J. de Landell;Het bloeien van de porseleinboom
1604;Landell, Olaf J de - Versprongen ster.txt;Olaf J. de Landell;Versprongen ster
1605;Landell, Olaf J. de - De kroon van de porseleinboom.txt;Olaf J. de Landell;De kroon van de porseleinboom
1606;Landell, Olaf J. de - De mislukte pastorale.txt;Olaf J. de Landell;De mislukte pastorale
1607;Lanoye, Tom  - Sprakeloos.txt;Tom Lanoye;Sprakeloos / druk 1
1608;Lanting, Menno - Iedereen Ceo.txt;Menno Lanting;Iedereen Ceo
1609;Lapidus, Jens - Bloedlink.txt;Jens Lapidus;Bloedlink
1610;Lapidus, Jens - Snel Geld.txt;Jens Lapidus;Snel Geld
1611;LaPlante, Alice - Hersenspinsels.txt;Alice LaPlante;Hersenspinsels
1612;Larsson, Asa - Tot de woede is geluwd.txt;Asa Larsson;Tot de woede is geluwd / druk 1
1613;Larsson, Stieg - De vrouw die met vuur speelde.txt;Stieg Larsson;De vrouw die met vuur speelde / druk 1
1614;Larsson, Stieg - Mannen die vrouwen haten.txt;Stieg Larsson;Mannen die vrouwen haten
1615;Laumer, Keith - Een Plaag Van Demonen.txt;Keith Laumer;Een Plaag Van Demonen
1616;Launay, Louis de - In het Balkanbergland van Bulgarije.txt;Louis de Launay;In het Balkanbergland van Bulgarije / De Aarde en haar Volken, 1906
1617;Lauren, Jillian - Haremmeisje.txt;Jillian Lauren;Haremmeisje
1618;Lauryssens, Stan - Bloedrozen.txt;Stan Lauryssens;Bloedrozen / druk 1
1619;Lauryssens, Stan - Bloter Dan Bloot.txt;Stan Lauryssens;Bloter dan bloot / druk 1
1620;Lauryssens, Stan - Dode Lijken.txt;Stan Lauryssens;Dode lijken / druk 1
1621;Lauryssens, Stan - Doder Dan Dood.txt;Stan Lauryssens;Doder dan dood / druk 1
1622;Lauryssens, Stan - Geen Tijd Voor Tranen.txt;Stan Lauryssens;Geen tijd voor tranen / druk 1
1623;Lauryssens, Stan - Rode Rozen.txt;Stan Lauryssens;Rode rozen / druk 1
1624;Lauryssens, Stan - Wie Vroeg Sterft.txt;Stan Lauryssens;Wie vroeg sterft / druk 1
1625;Lauryssens, Stan - Zwarte Sneeuw.txt;Stan Lauryssens;Zwarte sneeuw / druk 1
1626;Lee, Tanith - boek van de doden.txt;Tanith Lee;Het boek van de doden
1627;Lee, Ton van der - Het zandkasteel.txt;Ton van der Lee;Het zandkasteel (NL, 2002)
1628;Leeuw, Aart van der - De Kleine Rudolf.txt;Aart van der Leeuw;De Kleine Rudolf
1629;Leeuw, Aart van der - Sint-Veit En Andere Vertellingen.txt;Aart van der Leeuw;Sint-Veit En Andere Vertellingen
1630;Lehane, Dennis - De infiltrant.txt;Dennis Lehane;De Infiltrant
1631;Lehane, Dennis - Mystic River.txt;Dennis Lehane;Mystiv River
1632;Lehane, Dennis - Shutter Island.txt;Dennis Lehane;Shutter Island
1633;Lehane, Dennis - Tenger en blond.txt;Dennis Lehane;Tenger en blond
1634;Leiber, Fritz - De Zwerver.txt;Fritz Leiber;De Zwerver
1635;Leigh, Jo - Vurige verukking.txt;Jo Leigh;Vurige Verrukking
1636;Lennartz, Richard - Mijn heup de baas.txt;Richard Lennartz;Mijn heup de baas
1637;Lennox, Judith - Schaduwkind.txt;Judith Lennox;Schaduwkind
1638;Leo, Jennifer L - Daar ging m'n string.txt;Jennifer L. Leo;Daar ging m'n string
1639;Leopold, Marie - Een jolig troepje.txt;Marie Leopold;Een Jolig Troepje
1640;Lescroart, John - Verraad.txt;John Lescroart;Verraad / druk 1
1641;Letterie, Martine - Bommen op ons huis.txt;Martine Letterie;Bommen op ons huis
1642;Letterie, Martine - Fakkels voor de prinses.txt;Martine Letterie;Fakkels voor de prinses
1643;Letterie, Martine - Oorlog zonder vader.txt;Martine Letterie;Oorlog zonder vader
1644;Levi  Strauss, Claude -Tussen mythe en muziek.txt;Claude Levi Strauss;Tussen mythe en muziek
1645;Levin, Ira - Een kus voor je sterft.txt;Ira Levin;Een kus voor je sterft
1646;Levy, Justine - Slechte dochter.txt;Justine Lévy;Slechte dochter (NL, 2009)
1647;Levy, Marc - Was Het Maar Waar.txt;Marc Levy;Was het maar waar
1648;Lewin, Cathy - Water bij de ouzo. De passie voor een Grieks eiland.txt;Cathy Lewin;Water bij de ouzo. De passie voor een Grieks eiland
1649;Lewinsky, Charles - De verborgen geschiedenis van Courtillon.txt;Charles Lewinsky;De verborgen geschiedenis van Courtillon
1650;Lewinsky, Charles - Het lot van de familie Meijer.txt;Charles Lewinsky;Het lot van de familie Meijer
1651;Lewis, Spence - Legenden en romances van Spanje.txt;Lewis Spence;Legenden en Romances van Spanje
1652;Lewis, Spence - Mythen en legenden van Egypte.txt;Lewis Spence;Mythen en Legenden van Egypte
1653;Lidth de Jeude, Adriaan van  - Klussen met cliches.txt;Bob Evers;Klussen met cliches
1654;Lidth de Jeude, Adriaan van  - Proto met problemen.txt;Bob Evers;Proto met problemen
1655;Liebeek, Ietje - Gebroken spiegels.txt;Ietje Liebeek-Hoving;gebroken spiegels
1656;Liempt, Ad van - Kopgeld.txt;Ad van Liempt;Kopgeld / druk 1
1657;Lievegoed, Maya - Zusje Van Mijn Zusje.txt;Maya Lievegoed;Zusje Van Mijn Zusje
1658;Ligthart, Jan - Jeugdherinneringen.txt;Jan Ligthart;Jeugdherinneringen
1659;Limburg Brouwer, P.A.S. van - Akbar een oosterse roman.txt;P. A. S. van Limburg Brouwer;Akbar: een oosterse roman
1660;Lindell, Unni - Boeman.txt;Unni Lindell;Boeman
1661;Lindell, Unni - Dromenvanger.txt;Unni Lindell;Dromenvanger
1662;Lindell, Unni - Honingval.txt;Unni Lindell;Honingval
1663;Linden, Marc van der - De vrouwen van Prins Bernhard.txt;Marc van der Linden;Vrouwen van Prins Bernhard / druk 1
1664;Lindsay, Jeff - Dexters duistere dromen.txt;Jeff Lindsay;Dexters duistere dromen
1665;Lindsey, Johanna - Als een ruwe diamant.txt;Johanna Lindsey;Als een ruwe diamant
1666;Linssen, Celine - Duet.txt;Céline Linssen;Duet
1667;Lippert, G. Norman - James Potter en de hal der oudste' kruis.txt;G. Norman Lippert;James Potter en de Hal der Oudste' Kruising
1668;Lippert, G. Norman - James Potter en de kluis der lotsbestemming.txt;G. Norman Lippert;James Potter en de Kluis der Lotsbestemmingen
1669;Lippman, Laura - Wat de doden weten.txt;Laura Lippman;Wat de doden weten / druk 1
1670;Lipschits, Isaac - Onbestelbaar.txt;Isaac Lipschits;Onbestelbaar
1671;Lloyd, John - Het Grote Boek Van Foute Feiten.txt;John Lloyd;Het grote boek van foute feiten / druk 1
1672;Lloyd, Josie - Blijf bij mij.txt;Josie Lloyd;[NL] 2000 - Blijf bij mij
1673;Lloyd, Josie - Heb mij lief.txt;Josie Lloyd;[NL] 1999 - Heb mij lief
1674;Lloyd, Josie - Liefde op het tweede gezicht.txt;Josie Lloyd;[NL] 2005 - Liefde op het tweede gezicht
1675;Lloyd, Josie - Oude liefde roest niet.txt;Josie Lloyd;Oude liefde roest niet
1676;LÑckberg, Camilla - IJsprinses.txt;Camilla Läckberg;IJsprinses V1
1677;London, Jack - De ongelikte beer.txt;Jack London;De Ongelikte Beer
1678;London, Jack - Verhalen van de Zuidzee.txt;Jack London;Verhalen van de Zuidzee
1679;Lonning Aaro, Selma - Nog een rondje.txt;Selma Lønning Aarø;Nog een rondje?
1680;Loo, Tessa de - Daan.txt;Tessa de Loo;Daan (NL, 2010)
1681;Loo, Tessa de - Een bed in de hemel.txt;Tessa de Loo;Een bed in de hemel
1682;Loo, Tessa de - Het Mirakel.txt;Tessa de Loo;Het mirakel
1683;Loo, Tessa de - Isabelle.txt;Tessa de Loo;Isabelle
1684;Looman, Wouter - Mayanda.txt;Wouter Looman;Mayanda
1685;Looy, Jacobus van - Gekken.txt;Jacobus van Looy;Gekken
1686;Lord, Gabrielle - Complot 365 Januari.txt;Gabrielle Lord;Complot 365 Januari
1687;Louwerse, Pieter - In het schemeruur.txt;Pieter Louwerse;In het Schemeruur
1688;Louwerse, Pieter - V¢¢r vier eeuwen, Een volksboek over de ontdekking van Amerika.txt;Pieter Louwerse;Vóór vier Eeuwen / Een Volksboek over de Ontdekking van Amerika
1689;Loveling, Verginie - Een Revolverschot.txt;Verginie Loveling;Een Revolverschot
1690;Lucas, Michelle Claire - Een meisje uit Oradour.txt;Michelle Claire Lucas;Een meisje uit Oradour
1691;Ludlum & Lustbader - De Bourne Misleiding.txt;Robert Ludlum & Eric van Lustbader;De Bourne misleiding
1692;Ludlum, Robert - De Bancroft strategie.txt;Robert Ludlum;De Bancroft strategie
1693;Ludlum, Robert - De Fontini Strijders.txt;Robert Ludlum;De Fontini Strijders
1694;Ludlum, Robert - De Matarese finale.txt;Robert Ludlum;De Matarese finale
1695;Ludlum, Robert - Het Janson dilemma.txt;Robert Ludlum;Het Janson Dilemma
1696;Ludlum, Robert - Het Prometheus project.txt;Robert Ludlum;Het Prometheus project
1697;Lugt, Johanna G. - Taormina.txt;Johanna G. Lugt;Taormina / De Aarde en haar Volken, 1906
1698;Luiken, Mientje - Verlangen naar stilte.txt;Mientje Luiken;Verlangen naar stilte
1699;Lustbader, Eric van - Het Testament.txt;Eric van Lustbader;Het testament / druk 1
1700;Lustbader, Erik - De Voorganger.txt;Eric van Lustbader;De voorganger / druk 1
1701;Luyendijk, Joris - Een goede man slaat soms zijn vrouw.txt;Joris Luyendijk;Een goede man slaat soms zijn vrouw (NL, 1998)
1702;Macbride, Stuart - Slachthuis.txt;Stuart MacBride;Slachthuis
1703;MacBride, Stuart - Verblind.txt;Stuart MacBride;Verblind
1704;MacBride, Stuart - Vers bloed.txt;Stuart MacBride;Vers bloed
1705;MacDowell, Heather & Rose - Diner voor Twee.txt;Rose Heather & Macdowell;Diner voor Twee
1706;Mace, Jean - Sprookjes van Jean Mace.txt;Jean Macé;Sprookjes van Jean Macé
1707;Macken, John - De bloedcode.txt;John Macken;De bloedcode
1708;Maclaren, Ian - De dominee en zijn gemeente.txt;Ian Maclaren;De Dominee en zijn Gemeente
1709;MacLean, Alistair - Athabasca.txt;Alistair MacLean;Athabasca
1710;MacLean, Alistair - Bereneiland.txt;Alistair MacLean;Bereneiland
1711;MacLean, Alistair - Bloedkoraal.txt;Alistair MacLean;Bloedkoraal
1712;MacLean, Alistair - Booreiland X-13.txt;Alistair MacLean;Booreiland X-13
1713;MacLean, Alistair - Codebreker.txt;Alistair MacLean;Codebreker
1714;MacLean, Alistair - Commando Navarone.txt;Alistair MacLean;Commando Navarone
1715;MacLean, Alistair - De eenzame zee.txt;Alistair MacLean;De eenzame zee
1716;MacLean, Alistair - De genadelozen.txt;Alistair MacLean;De genadelozen
1717;MacLean, Alistair - De gouden poort.txt;Alistair MacLean;De gouden poort
1718;MacLean, Alistair - De laatste grens.txt;Alistair MacLean;De laatste grens
